scenario,method,true,estimate,se,covered,rep,seed
Complete,Design erasure,1.0656852042702802,1.0556641658279833,0.07687386644709149,1,878,1808283463
Complete,Admissible refinement,1.0656852042702802,0.8672340800968464,0.0768469165260971,0,878,1808283463
Complete,Mediator-as-state,1.0656852042702802,0.5258115379348958,0.08958183582655921,0,878,1808283463
Complete,Post-action leakage,1.0656852042702802,0.7188917188180263,0.08586380978031125,0,878,1808283463
Complete,Oracle state,1.0656852042702802,0.8928589936132069,0.07418874964460839,0,878,1808283463
Observed-state MAR,Untyped naive contrast,1.0919983465151888,2.108609058762571,0.16986998816339566,0,878,1808283463
Observed-state MAR,Coarse locked state,1.0919983465151888,1.225516923906732,0.11334388167691814,1,878,1808283463
Observed-state MAR,Design erasure,1.0919983465151888,1.3700333117408603,0.11394943625099795,0,878,1808283463
Observed-state MAR,Admissible refinement,1.0919983465151888,1.2458473448891365,0.1091046700675559,1,878,1808283463
Observed-state MAR,IPCW admissible refinement,1.0919983465151888,1.2548222020688886,0.10927178507767774,1,878,1808283463
Observed-state MAR,Mediator-as-state,1.0919983465151888,0.7929641496740749,0.1122515617316601,0,878,1808283463
Observed-state MAR,Post-action leakage,1.0919983465151888,1.0142946556751935,0.10934535478784745,1,878,1808283463
Observed-state MAR,Oracle state,1.0919983465151888,1.2602773925795725,0.10766922594637315,1,878,1808283463
Complete,Untyped naive contrast,1.117385464599804,1.6582874256449096,0.14187575493716414,0,879,2358392078
Complete,Coarse locked state,1.117385464599804,1.0447627877192065,0.08085506289330421,1,879,2358392078
Complete,Design erasure,1.117385464599804,1.2171436625430863,0.07963519567470315,1,879,2358392078
Complete,Admissible refinement,1.117385464599804,1.0729842646781278,0.07708953668826896,1,879,2358392078
Complete,Mediator-as-state,1.117385464599804,0.6855710373302214,0.08948752097103849,0,879,2358392078
Complete,Post-action leakage,1.117385464599804,0.8691178382521562,0.08783015670415693,0,879,2358392078
Complete,Oracle state,1.117385464599804,1.0714639575165896,0.07307961293522308,1,879,2358392078
Observed-state MAR,Untyped naive contrast,1.043502212541567,1.9243228614680246,0.18792551763377283,0,879,2358392078
Observed-state MAR,Coarse locked state,1.043502212541567,1.134108173891752,0.10569844215189776,1,879,2358392078
Observed-state MAR,Design erasure,1.043502212541567,1.2996587720743156,0.10652447922165319,0,879,2358392078
Observed-state MAR,Admissible refinement,1.043502212541567,1.130961362306223,0.1021618650081407,1,879,2358392078
Observed-state MAR,IPCW admissible refinement,1.043502212541567,1.1345882044107571,0.10207388657742883,1,879,2358392078
Observed-state MAR,Mediator-as-state,1.043502212541567,0.7288053317606943,0.10562552738604913,0,879,2358392078
Observed-state MAR,Post-action leakage,1.043502212541567,0.9369848236511082,0.10861449615361282,1,879,2358392078
Observed-state MAR,Oracle state,1.043502212541567,1.143526948051153,0.09756054211476593,1,879,2358392078
Complete,Untyped naive contrast,1.0932551966093063,2.123580527755185,0.15123412861683388,0,880,3596581450
Complete,Coarse locked state,1.0932551966093063,1.2863087747584478,0.09580804455566327,0,880,3596581450
Complete,Design erasure,1.0932551966093063,1.4496360551346292,0.09521350432816143,0,880,3596581450
Complete,Admissible refinement,1.0932551966093063,1.2736412910117891,0.09379875459449401,1,880,3596581450
Complete,Mediator-as-state,1.0932551966093063,0.8586080873005556,0.09059933026398238,0,880,3596581450
Complete,Post-action leakage,1.0932551966093063,1.1166674458803334,0.09679650761445886,1,880,3596581450
Complete,Oracle state,1.0932551966093063,1.2751444838451647,0.09107157718713695,0,880,3596581450
Observed-state MAR,Untyped naive contrast,1.0748393364413533,1.6335388524246042,0.14676661954423578,0,880,3596581450
Observed-state MAR,Coarse locked state,1.0748393364413533,0.9986194065630973,0.09693951210501049,1,880,3596581450
Observed-state MAR,Design erasure,1.0748393364413533,1.1593181074298329,0.10092694136995302,1,880,3596581450
Observed-state MAR,Admissible refinement,1.0748393364413533,0.9992091630017673,0.09736949215689975,1,880,3596581450
Observed-state MAR,IPCW admissible refinement,1.0748393364413533,1.001958716092901,0.09806988758723398,1,880,3596581450
Observed-state MAR,Mediator-as-state,1.0748393364413533,0.7558459406622291,0.09826652086262085,0,880,3596581450
Observed-state MAR,Post-action leakage,1.0748393364413533,0.8518756865573606,0.10161624537820359,0,880,3596581450
Observed-state MAR,Oracle state,1.0748393364413533,1.023467620442543,0.09815015967794433,1,880,3596581450
Complete,Untyped naive contrast,1.0595153906898878,1.8932448740449936,0.1664200011953148,0,881,1544473893
Complete,Coarse locked state,1.0595153906898878,0.9671297969761979,0.10532229060056464,1,881,1544473893
Complete,Design erasure,1.0595153906898878,1.1616605628124999,0.09959748573256512,1,881,1544473893
Complete,Admissible refinement,1.0595153906898878,0.9929712575942429,0.09787536365625106,1,881,1544473893
Complete,Mediator-as-state,1.0595153906898878,0.5357265378250204,0.10119408164369972,0,881,1544473893
Complete,Post-action leakage,1.0595153906898878,0.6747716501727374,0.1002755451335341,0,881,1544473893
Complete,Oracle state,1.0595153906898878,0.9654534325359978,0.09453835125640883,1,881,1544473893
Observed-state MAR,Untyped naive contrast,1.05910403192141,1.8768981780004106,0.18942696024921954,0,881,1544473893
Observed-state MAR,Coarse locked state,1.05910403192141,1.0610887142727325,0.125944240019274,1,881,1544473893
Observed-state MAR,Design erasure,1.05910403192141,1.2138600267105208,0.11432874838710573,1,881,1544473893
Observed-state MAR,Admissible refinement,1.05910403192141,1.0917932956886052,0.11272169732851887,1,881,1544473893
Observed-state MAR,IPCW admissible refinement,1.05910403192141,1.0811889239356078,0.11247874963134574,1,881,1544473893
Observed-state MAR,Mediator-as-state,1.05910403192141,0.6669877356447406,0.12284088093892688,0,881,1544473893
Observed-state MAR,Post-action leakage,1.05910403192141,0.8241232530645759,0.13380886080606932,1,881,1544473893
Observed-state MAR,Oracle state,1.05910403192141,1.0739295188870457,0.11201013774966388,1,881,1544473893
Complete,Untyped naive contrast,1.0416970563256618,1.909446642309069,0.15868020291793355,0,882,2234063663
Complete,Coarse locked state,1.0416970563256618,1.1353697855577198,0.09041719930333163,1,882,2234063663
Complete,Design erasure,1.0416970563256618,1.3039289697171808,0.08604612565055822,0,882,2234063663
Complete,Admissible refinement,1.0416970563256618,1.127490970782457,0.08352490920378186,1,882,2234063663
Complete,Mediator-as-state,1.0416970563256618,0.7765809438716579,0.0891617235256947,0,882,2234063663
Complete,Post-action leakage,1.0416970563256618,0.8638978331222401,0.08828030199675785,0,882,2234063663
Complete,Oracle state,1.0416970563256618,1.1629660966196138,0.08352279888355772,1,882,2234063663
Observed-state MAR,Untyped naive contrast,1.0709260261902587,1.5899295739037964,0.17936637606898395,0,882,2234063663
Observed-state MAR,Coarse locked state,1.0709260261902587,0.9051606841506425,0.10579148759049892,1,882,2234063663
Observed-state MAR,Design erasure,1.0709260261902587,1.0587914819270392,0.10558604909202288,1,882,2234063663
Observed-state MAR,Admissible refinement,1.0709260261902587,0.9002319577723811,0.10244403671736965,1,882,2234063663
Observed-state MAR,IPCW admissible refinement,1.0709260261902587,0.8971741346834976,0.10201768999349502,1,882,2234063663
Observed-state MAR,Mediator-as-state,1.0709260261902587,0.6136231859322633,0.11516463467205965,0,882,2234063663
Observed-state MAR,Post-action leakage,1.0709260261902587,0.8193536722141281,0.11147933874611089,0,882,2234063663
Observed-state MAR,Oracle state,1.0709260261902587,0.9344867564067518,0.09812869860933418,1,882,2234063663
Complete,Untyped naive contrast,1.0848724637856462,1.6505798953707829,0.14648624976933147,0,883,2940879420
Complete,Coarse locked state,1.0848724637856462,0.8168390326685635,0.08476964157654715,0,883,2940879420
Complete,Design erasure,1.0848724637856462,1.0322140223243477,0.09073467020859537,1,883,2940879420
Complete,Admissible refinement,1.0848724637856462,0.8724118133231349,0.0830851024535243,0,883,2940879420
Complete,Mediator-as-state,1.0848724637856462,0.4241588148860056,0.09100202528757673,0,883,2940879420
Complete,Post-action leakage,1.0848724637856462,0.5804743990617985,0.09548719592046112,0,883,2940879420
Complete,Oracle state,1.0848724637856462,0.8836072053894669,0.08015730768150724,0,883,2940879420
Observed-state MAR,Untyped naive contrast,1.0196711453167802,1.9612260203165282,0.1652292441981661,0,883,2940879420
Observed-state MAR,Coarse locked state,1.0196711453167802,1.077765070082633,0.10846562369139265,1,883,2940879420
Observed-state MAR,Design erasure,1.0196711453167802,1.2933418625327,0.10295079772388371,0,883,2940879420
Observed-state MAR,Admissible refinement,1.0196711453167802,1.0850688341490546,0.10305813599136573,1,883,2940879420
Observed-state MAR,IPCW admissible refinement,1.0196711453167802,1.0605348483856154,0.10411846643633695,1,883,2940879420
Observed-state MAR,Mediator-as-state,1.0196711453167802,0.603226186728542,0.11909596002913247,0,883,2940879420
Observed-state MAR,Post-action leakage,1.0196711453167802,0.8636704683313586,0.12479990831237947,1,883,2940879420
Observed-state MAR,Oracle state,1.0196711453167802,1.1169790943979567,0.09781382822200865,1,883,2940879420
Complete,Untyped naive contrast,1.0897206230183394,1.721134100491151,0.14769356467026032,0,884,2924631837
Complete,Coarse locked state,1.0897206230183394,1.0154468368278182,0.09690851325356745,1,884,2924631837
Complete,Design erasure,1.0897206230183394,1.148704234730739,0.09036931573361823,1,884,2924631837
Complete,Admissible refinement,1.0897206230183394,1.0237578023938274,0.09072039371508202,1,884,2924631837
Complete,Mediator-as-state,1.0897206230183394,0.6161898990250103,0.09647380846762596,0,884,2924631837
Complete,Post-action leakage,1.0897206230183394,0.8463614305936025,0.09895940830582606,0,884,2924631837
Complete,Oracle state,1.0897206230183394,1.0194340103924182,0.08810186104393904,1,884,2924631837
Observed-state MAR,Untyped naive contrast,1.0812394777073004,1.760257983818325,0.1962925691359932,0,884,2924631837
Observed-state MAR,Coarse locked state,1.0812394777073004,1.021403188020734,0.11330241284713816,1,884,2924631837
Observed-state MAR,Design erasure,1.0812394777073004,1.136258788742371,0.11271071606578617,1,884,2924631837
Observed-state MAR,Admissible refinement,1.0812394777073004,0.9807768625164629,0.10905869674246736,1,884,2924631837
Observed-state MAR,IPCW admissible refinement,1.0812394777073004,0.9765158009501804,0.1081207634774542,1,884,2924631837
Observed-state MAR,Mediator-as-state,1.0812394777073004,0.6951120359232175,0.1150268319988028,0,884,2924631837
Observed-state MAR,Post-action leakage,1.0812394777073004,0.8347620923421388,0.11214785459595433,0,884,2924631837
Observed-state MAR,Oracle state,1.0812394777073004,0.9888729688572999,0.1074640435560952,1,884,2924631837
Complete,Untyped naive contrast,1.0697854460108278,2.018198735188506,0.16448653464027316,0,885,2476080702
Complete,Coarse locked state,1.0697854460108278,1.06300324552988,0.10119073645026287,1,885,2476080702
Complete,Design erasure,1.0697854460108278,1.2434067936231825,0.09920860948087423,1,885,2476080702
Complete,Admissible refinement,1.0697854460108278,1.0789574057760005,0.09615716522284677,1,885,2476080702
Complete,Mediator-as-state,1.0697854460108278,0.625590159702033,0.10515803718507116,0,885,2476080702
Complete,Post-action leakage,1.0697854460108278,0.8792308323723028,0.10914198665887269,1,885,2476080702
Complete,Oracle state,1.0697854460108278,1.109231081918342,0.09710139520239017,1,885,2476080702
Observed-state MAR,Untyped naive contrast,1.0915988266243324,1.9685217514192972,0.1652654286798987,0,885,2476080702
Observed-state MAR,Coarse locked state,1.0915988266243324,1.2525947532058834,0.10514862125336903,1,885,2476080702
Observed-state MAR,Design erasure,1.0915988266243324,1.2761313990635135,0.1024333633530901,1,885,2476080702
Observed-state MAR,Admissible refinement,1.0915988266243324,1.2272638400001123,0.10289002456955006,1,885,2476080702
Observed-state MAR,IPCW admissible refinement,1.0915988266243324,1.2191843962210887,0.1025009113703656,1,885,2476080702
Observed-state MAR,Mediator-as-state,1.0915988266243324,0.9089833364017467,0.10738882486128525,1,885,2476080702
Observed-state MAR,Post-action leakage,1.0915988266243324,1.0652074869581665,0.10279753618745947,1,885,2476080702
Observed-state MAR,Oracle state,1.0915988266243324,1.2438502513274083,0.10502371610544274,1,885,2476080702
Complete,Untyped naive contrast,1.0567155822255656,1.6740235013570979,0.16105830172123,0,886,3651600229
Complete,Coarse locked state,1.0567155822255656,0.9785608459285619,0.1028736829740829,1,886,3651600229
Complete,Design erasure,1.0567155822255656,1.1370799745052358,0.0988406927228826,1,886,3651600229
Complete,Admissible refinement,1.0567155822255656,0.9945306714235307,0.09810057105655777,1,886,3651600229
Complete,Mediator-as-state,1.0567155822255656,0.5027323902657397,0.10878016936969175,0,886,3651600229
Complete,Post-action leakage,1.0567155822255656,0.6868377849087773,0.11279813026775892,0,886,3651600229
Complete,Oracle state,1.0567155822255656,0.9978294666176585,0.09759346683281216,1,886,3651600229
Observed-state MAR,Untyped naive contrast,1.0559610965696393,1.7655756818252737,0.1846796009046127,0,886,3651600229
Observed-state MAR,Coarse locked state,1.0559610965696393,1.0789034475798542,0.10914887268831804,1,886,3651600229
Observed-state MAR,Design erasure,1.0559610965696393,1.2195919309029652,0.10484216537268326,1,886,3651600229
Observed-state MAR,Admissible refinement,1.0559610965696393,1.0780320074375458,0.1010333349277099,1,886,3651600229
Observed-state MAR,IPCW admissible refinement,1.0559610965696393,1.0787137415122765,0.10185277124420646,1,886,3651600229
Observed-state MAR,Mediator-as-state,1.0559610965696393,0.6531606319836963,0.10396037345138778,0,886,3651600229
Observed-state MAR,Post-action leakage,1.0559610965696393,0.8678494668566521,0.11011509390234077,1,886,3651600229
Observed-state MAR,Oracle state,1.0559610965696393,1.0758196463826468,0.10134260665340886,1,886,3651600229
Complete,Untyped naive contrast,1.042241998751484,1.511381435495104,0.15324391374352875,0,887,1923352456
Complete,Coarse locked state,1.042241998751484,0.848887453549192,0.09393110963780395,0,887,1923352456
Complete,Design erasure,1.042241998751484,1.003005508191875,0.09239697067056131,1,887,1923352456
Complete,Admissible refinement,1.042241998751484,0.8891194554356523,0.09105899005221554,1,887,1923352456
Complete,Mediator-as-state,1.042241998751484,0.5587783716268376,0.09212748864501434,0,887,1923352456
Complete,Post-action leakage,1.042241998751484,0.650314161144609,0.09352839897100479,0,887,1923352456
Complete,Oracle state,1.042241998751484,0.9086704905555585,0.09030676139367846,1,887,1923352456
Observed-state MAR,Untyped naive contrast,1.0715267111903972,1.9277979917675026,0.1869002480894448,0,887,1923352456
Observed-state MAR,Coarse locked state,1.0715267111903972,1.118856706814471,0.10724167946295067,1,887,1923352456
Observed-state MAR,Design erasure,1.0715267111903972,1.2025134930844672,0.10781619141631092,1,887,1923352456
Observed-state MAR,Admissible refinement,1.0715267111903972,1.0947726638125672,0.10527273727671099,1,887,1923352456
Observed-state MAR,IPCW admissible refinement,1.0715267111903972,1.0842958301893029,0.10543357115654184,1,887,1923352456
Observed-state MAR,Mediator-as-state,1.0715267111903972,0.7875615871523711,0.109218930424094,0,887,1923352456
Observed-state MAR,Post-action leakage,1.0715267111903972,0.9597647785282583,0.10583063093071209,1,887,1923352456
Observed-state MAR,Oracle state,1.0715267111903972,1.093449634985097,0.10129396324054546,1,887,1923352456
Complete,Untyped naive contrast,1.09473780485855,1.9485298291835227,0.16149553636089348,0,888,3102141772
Complete,Coarse locked state,1.09473780485855,1.0715225707084952,0.09967786483812785,1,888,3102141772
Complete,Design erasure,1.09473780485855,1.2716737830976708,0.10046641779799698,1,888,3102141772
Complete,Admissible refinement,1.09473780485855,1.0704685901078952,0.09420787947231328,1,888,3102141772
Complete,Mediator-as-state,1.09473780485855,0.6860246249388142,0.09729929545934982,0,888,3102141772
Complete,Post-action leakage,1.09473780485855,0.8608890820784824,0.10307582259251621,0,888,3102141772
Complete,Oracle state,1.09473780485855,1.0748491156954014,0.09230692725569843,1,888,3102141772
Observed-state MAR,Untyped naive contrast,1.072568520839528,2.0214267518449875,0.1956232992913372,0,888,3102141772
Observed-state MAR,Coarse locked state,1.072568520839528,1.0252183557466534,0.11719676243751473,1,888,3102141772
Observed-state MAR,Design erasure,1.072568520839528,1.0953010186243266,0.11226614413159074,1,888,3102141772
Observed-state MAR,Admissible refinement,1.072568520839528,0.9575512483312617,0.10903893214554408,1,888,3102141772
Observed-state MAR,IPCW admissible refinement,1.072568520839528,0.9509924520134245,0.11056635996684706,1,888,3102141772
Observed-state MAR,Mediator-as-state,1.072568520839528,0.5836727492484484,0.124003565623814,0,888,3102141772
Observed-state MAR,Post-action leakage,1.072568520839528,0.887905844812537,0.12599994972977574,1,888,3102141772
Observed-state MAR,Oracle state,1.072568520839528,0.9606291210058228,0.10504411761003592,1,888,3102141772
Complete,Untyped naive contrast,1.0601687708247982,1.8727942598178864,0.15029973603221716,0,889,2102742805
Complete,Coarse locked state,1.0601687708247982,1.114303072330746,0.09998949954458439,1,889,2102742805
Complete,Design erasure,1.0601687708247982,1.2048521678584312,0.09595841597435209,1,889,2102742805
Complete,Admissible refinement,1.0601687708247982,1.1172313547190749,0.09496118364633276,1,889,2102742805
Complete,Mediator-as-state,1.0601687708247982,0.7073418006564486,0.094519666810361,0,889,2102742805
Complete,Post-action leakage,1.0601687708247982,0.9301578864212203,0.1043725301119558,1,889,2102742805
Complete,Oracle state,1.0601687708247982,1.1140697963092987,0.09403116608137223,1,889,2102742805
Observed-state MAR,Untyped naive contrast,1.0675718994290126,1.672896533429031,0.1430720183784343,0,889,2102742805
Observed-state MAR,Coarse locked state,1.0675718994290126,1.0056364178518118,0.09636566644802595,1,889,2102742805
Observed-state MAR,Design erasure,1.0675718994290126,1.1609860422279186,0.0960103318779456,1,889,2102742805
Observed-state MAR,Admissible refinement,1.0675718994290126,1.0168434791541288,0.09320365405669656,1,889,2102742805
Observed-state MAR,IPCW admissible refinement,1.0675718994290126,1.006662299312309,0.09408798809703159,1,889,2102742805
Observed-state MAR,Mediator-as-state,1.0675718994290126,0.6536073746452524,0.09558307446153572,0,889,2102742805
Observed-state MAR,Post-action leakage,1.0675718994290126,0.8454390832703548,0.09451679140279994,0,889,2102742805
Observed-state MAR,Oracle state,1.0675718994290126,1.020639884365877,0.09179794946059962,1,889,2102742805
Complete,Untyped naive contrast,1.0757121310692759,1.7959083092061332,0.1362462882838594,0,890,2986669657
Complete,Coarse locked state,1.0757121310692759,1.0720759413147627,0.09917390903240955,1,890,2986669657
Complete,Design erasure,1.0757121310692759,1.171309004855058,0.0966904042965854,1,890,2986669657
Complete,Admissible refinement,1.0757121310692759,1.0210758884517763,0.09563684091308228,1,890,2986669657
Complete,Mediator-as-state,1.0757121310692759,0.6049927451953843,0.09598058101512554,0,890,2986669657
Complete,Post-action leakage,1.0757121310692759,0.7839725982556451,0.10341392379923194,0,890,2986669657
Complete,Oracle state,1.0757121310692759,1.0205957023843528,0.09151907833722955,1,890,2986669657
Observed-state MAR,Untyped naive contrast,1.116742543938028,1.7673789949423673,0.1506798239502855,0,890,2986669657
Observed-state MAR,Coarse locked state,1.116742543938028,1.1864389541520721,0.09703438131456825,1,890,2986669657
Observed-state MAR,Design erasure,1.116742543938028,1.31963540979242,0.08929686767763784,0,890,2986669657
Observed-state MAR,Admissible refinement,1.116742543938028,1.1647458601607092,0.09065555695731055,1,890,2986669657
Observed-state MAR,IPCW admissible refinement,1.116742543938028,1.1545995227257373,0.08985323308648163,1,890,2986669657
Observed-state MAR,Mediator-as-state,1.116742543938028,0.7087772014365398,0.10444163756329879,0,890,2986669657
Observed-state MAR,Post-action leakage,1.116742543938028,0.9235180008441214,0.10754916422507074,1,890,2986669657
Observed-state MAR,Oracle state,1.116742543938028,1.2013441808185232,0.09013216383355573,1,890,2986669657
Complete,Untyped naive contrast,1.0552779815263627,2.0893566201610474,0.16025226997800193,0,891,754586831
Complete,Coarse locked state,1.0552779815263627,1.1668829286556992,0.087532887267454,1,891,754586831
Complete,Design erasure,1.0552779815263627,1.2583773920903971,0.08953976257709753,0,891,754586831
Complete,Admissible refinement,1.0552779815263627,1.1357105965424168,0.08367254447781858,1,891,754586831
Complete,Mediator-as-state,1.0552779815263627,0.6773921532296189,0.08617051147879956,0,891,754586831
Complete,Post-action leakage,1.0552779815263627,0.9262805701986861,0.09136299066997193,1,891,754586831
Complete,Oracle state,1.0552779815263627,1.1513335031287908,0.08265298207470106,1,891,754586831
Observed-state MAR,Untyped naive contrast,1.074364707306029,1.9047222314612056,0.16724042221655508,0,891,754586831
Observed-state MAR,Coarse locked state,1.074364707306029,1.1330906963115124,0.11662890590376147,1,891,754586831
Observed-state MAR,Design erasure,1.074364707306029,1.2767522471414317,0.10398396784292517,1,891,754586831
Observed-state MAR,Admissible refinement,1.074364707306029,1.1062745545209984,0.10819835127713534,1,891,754586831
Observed-state MAR,IPCW admissible refinement,1.074364707306029,1.0955163491541922,0.10924945527577605,1,891,754586831
Observed-state MAR,Mediator-as-state,1.074364707306029,0.7780204866581354,0.12025348828773501,0,891,754586831
Observed-state MAR,Post-action leakage,1.074364707306029,0.9187509763583177,0.11733561289656129,1,891,754586831
Observed-state MAR,Oracle state,1.074364707306029,1.0666925311210058,0.10176420857399675,1,891,754586831
Complete,Untyped naive contrast,1.0848337439545837,1.7702013568857995,0.1455925754362762,0,892,350261723
Complete,Coarse locked state,1.0848337439545837,0.9783509118235154,0.10425770530574383,1,892,350261723
Complete,Design erasure,1.0848337439545837,1.1626527899511188,0.10097781592573386,1,892,350261723
Complete,Admissible refinement,1.0848337439545837,0.9840690583014047,0.09964676010579425,1,892,350261723
Complete,Mediator-as-state,1.0848337439545837,0.5436088428976835,0.09322557438808421,0,892,350261723
Complete,Post-action leakage,1.0848337439545837,0.7222712242421572,0.09471977686854594,0,892,350261723
Complete,Oracle state,1.0848337439545837,1.0128024848747756,0.0934871526344602,1,892,350261723
Observed-state MAR,Untyped naive contrast,1.0613978908690174,1.9499488514143835,0.17039921090431187,0,892,350261723
Observed-state MAR,Coarse locked state,1.0613978908690174,1.2055075483948818,0.10806582890099466,1,892,350261723
Observed-state MAR,Design erasure,1.0613978908690174,1.3595473102796372,0.1034640459894003,0,892,350261723
Observed-state MAR,Admissible refinement,1.0613978908690174,1.220786886261162,0.1027414053177141,1,892,350261723
Observed-state MAR,IPCW admissible refinement,1.0613978908690174,1.227922646242865,0.10382958190741928,1,892,350261723
Observed-state MAR,Mediator-as-state,1.0613978908690174,0.7492088182952409,0.10962329798694331,0,892,350261723
Observed-state MAR,Post-action leakage,1.0613978908690174,0.9169902443730018,0.10852954628768174,1,892,350261723
Observed-state MAR,Oracle state,1.0613978908690174,1.2322981561401323,0.10100929229451998,1,892,350261723
Complete,Untyped naive contrast,1.0944690856940047,1.710994977238693,0.1566333986354612,0,893,3930375039
Complete,Coarse locked state,1.0944690856940047,0.9770244468403374,0.10327536522431349,1,893,3930375039
Complete,Design erasure,1.0944690856940047,1.1915267314142703,0.09933996219889725,1,893,3930375039
Complete,Admissible refinement,1.0944690856940047,1.0130943643749766,0.09720966141601461,1,893,3930375039
Complete,Mediator-as-state,1.0944690856940047,0.5737557254015957,0.09990310740388615,0,893,3930375039
Complete,Post-action leakage,1.0944690856940047,0.7995162060294491,0.1110044826356363,0,893,3930375039
Complete,Oracle state,1.0944690856940047,1.0435079785323778,0.09417133420889276,1,893,3930375039
Observed-state MAR,Untyped naive contrast,1.034824317459218,1.9259655193386007,0.18367575061721783,0,893,3930375039
Observed-state MAR,Coarse locked state,1.034824317459218,1.0496028901715646,0.11809640394326493,1,893,3930375039
Observed-state MAR,Design erasure,1.034824317459218,1.216510272106251,0.11589656215755968,1,893,3930375039
Observed-state MAR,Admissible refinement,1.034824317459218,1.0694068474962606,0.11718698455987811,1,893,3930375039
Observed-state MAR,IPCW admissible refinement,1.034824317459218,1.0787694895897908,0.11758415886630201,1,893,3930375039
Observed-state MAR,Mediator-as-state,1.034824317459218,0.7415393643698344,0.12175568059392804,0,893,3930375039
Observed-state MAR,Post-action leakage,1.034824317459218,0.9112490543858413,0.12149658699336699,1,893,3930375039
Observed-state MAR,Oracle state,1.034824317459218,1.1203457056234059,0.11448563060514469,1,893,3930375039
Complete,Untyped naive contrast,1.0858263823943015,1.7938089776890769,0.15568360682618626,0,894,3958245475
Complete,Coarse locked state,1.0858263823943015,1.0765486093570604,0.09072677084056642,1,894,3958245475
Complete,Design erasure,1.0858263823943015,1.2718117733536234,0.08731030421020392,0,894,3958245475
Complete,Admissible refinement,1.0858263823943015,1.1134820246174435,0.08930810893363711,1,894,3958245475
Complete,Mediator-as-state,1.0858263823943015,0.6697816600038106,0.08921706063386767,0,894,3958245475
Complete,Post-action leakage,1.0858263823943015,0.8558682830582127,0.09944528936174359,0,894,3958245475
Complete,Oracle state,1.0858263823943015,1.1352413066614904,0.08462573839293078,1,894,3958245475
Observed-state MAR,Untyped naive contrast,1.0659485940808995,1.9233153037412083,0.16364654929043887,0,894,3958245475
Observed-state MAR,Coarse locked state,1.0659485940808995,0.9716313434708909,0.0969029885127076,1,894,3958245475
Observed-state MAR,Design erasure,1.0659485940808995,1.0879130539178392,0.08997236407722929,1,894,3958245475
Observed-state MAR,Admissible refinement,1.0659485940808995,0.9236379181051851,0.0894528692368437,1,894,3958245475
Observed-state MAR,IPCW admissible refinement,1.0659485940808995,0.9083150995673188,0.09053898451965754,1,894,3958245475
Observed-state MAR,Mediator-as-state,1.0659485940808995,0.5165003617309606,0.09354005320198398,0,894,3958245475
Observed-state MAR,Post-action leakage,1.0659485940808995,0.7083369230449811,0.09725830508391413,0,894,3958245475
Observed-state MAR,Oracle state,1.0659485940808995,0.9171977604887126,0.08673392009828221,1,894,3958245475
Complete,Untyped naive contrast,1.0454597810384967,1.6895917294016665,0.15328061202159263,0,895,914438639
Complete,Coarse locked state,1.0454597810384967,0.8617172342642854,0.0972262654926555,1,895,914438639
Complete,Design erasure,1.0454597810384967,1.0102372701164568,0.09542963906092765,1,895,914438639
Complete,Admissible refinement,1.0454597810384967,0.8634983956147458,0.09660071117087338,1,895,914438639
Complete,Mediator-as-state,1.0454597810384967,0.5011390919254407,0.10270812778027497,0,895,914438639
Complete,Post-action leakage,1.0454597810384967,0.6561968606969114,0.1038826098783352,0,895,914438639
Complete,Oracle state,1.0454597810384967,0.8423255495909967,0.09321189171127314,0,895,914438639
Observed-state MAR,Untyped naive contrast,1.0622909930777213,1.8568628185184801,0.17726437331299086,0,895,914438639
Observed-state MAR,Coarse locked state,1.0622909930777213,1.019672709197273,0.10410401388439594,1,895,914438639
Observed-state MAR,Design erasure,1.0622909930777213,1.1585530050124908,0.10568897095383192,1,895,914438639
Observed-state MAR,Admissible refinement,1.0622909930777213,1.0202349413914604,0.10114868400688316,1,895,914438639
Observed-state MAR,IPCW admissible refinement,1.0622909930777213,1.0192535363359585,0.10161294231882612,1,895,914438639
Observed-state MAR,Mediator-as-state,1.0622909930777213,0.6329255581385178,0.11325057089370934,0,895,914438639
Observed-state MAR,Post-action leakage,1.0622909930777213,0.8343606051911028,0.11650594254363249,1,895,914438639
Observed-state MAR,Oracle state,1.0622909930777213,0.9989635126694918,0.09899214462659225,1,895,914438639
Complete,Untyped naive contrast,1.0814991378924879,1.9414410233683534,0.1783353224707244,0,896,3645586961
Complete,Coarse locked state,1.0814991378924879,1.1069394803806034,0.10379905144175736,1,896,3645586961
Complete,Design erasure,1.0814991378924879,1.293064961818424,0.1041661994976339,0,896,3645586961
Complete,Admissible refinement,1.0814991378924879,1.1109256369617384,0.10003442726552049,1,896,3645586961
Complete,Mediator-as-state,1.0814991378924879,0.7132253366137591,0.11465272621102736,0,896,3645586961
Complete,Post-action leakage,1.0814991378924879,0.9238432974219787,0.11785850545770446,1,896,3645586961
Complete,Oracle state,1.0814991378924879,1.1220861573473013,0.09866608998629342,1,896,3645586961
Observed-state MAR,Untyped naive contrast,1.097960694279998,1.8387511882467966,0.17913899166555028,0,896,3645586961
Observed-state MAR,Coarse locked state,1.097960694279998,0.9859480750151004,0.11099905986056358,1,896,3645586961
Observed-state MAR,Design erasure,1.097960694279998,1.27677507921097,0.10636878432379712,1,896,3645586961
